ID,Title,Art URL,Score,Genres
895,Impious - Death Domination Review,images/895.jpg,3.5,Death Metal
900,Burial Ritual - Tower of Silence Review,images/900.jpg,3.0,Death Metal
905,Cain's Offering - Gather the Faithful,images/905.jpg,4.0,Power Metal
916,Ghost Brigade - Isolation Songs,images/916.jpg,4.0,
933,My Dying Bride - For Lies I Sire,images/933.jpg,4.0,
937,The Chasm - Farseeing the Paranormal Abysm,images/937.jpg,4.5,Death Metal|Black Metal
941,Be'lakor - Stone's Reach Review,images/941.jpg,4.5,Melodic Death Metal|Death Metal|Progressive Death
953,Swallow the Sun - New Moon,images/953.jpg,4.0,Doom Metal
960,Kalisia - Cybion,images/960.jpg,4.0,Progressive Metal
966,In Mourning - Monolith Review,images/966.jpg,5.0,Doom Metal|Progressive Death
999,Mnemic - Sons of the System Review,images/999.jpg,2.0,Metalcore
1018,Orphaned Land - The Never Ending Way of ORwarriOR Review,images/1018.jpg,5.0,Progressive Metal|Death Metal|Progressive Death|Folk Metal
1031,Annotations of an Autopsy - The Reign of Darkness Review,images/1031.jpg,2.5,Death Metal
1045,Ihsahn - After Review,images/1045.jpg,4.0,Progressive Metal|Black Metal
1061,Valkyrja - Contamination Review,images/1061.jpg,2.5,Black Metal
1077,Six Feet Under - Graveyard Classics III,images/1077.jpg,2.5,Death Metal
1108,Aspera - Ripples Review,images/1108.jpg,3.5,Progressive Metal
1138,Dream Evil - In the Night Review,images/1138.jpg,4.0,
1152,Dark Fortress - Ylem Review,images/1152.jpg,3.0,Black Metal
1192,Troll - Neo Satanic Supremacy Review,images/1192.jpg,3.5,Black Metal
1205,Charred Walls of the Damned - Charred Walls of the Damned Review,images/1205.jpg,3.0,Power Metal|Heavy Metal
1214,Overkill - Ironbound Review,images/1214.jpg,4.0,Thrash Metal
1219,The Kandidate - Until We Are Outnumbered Review,images/1219.jpg,2.5,Hardcore|Thrash Metal
1226,Sigh - Scenes From Hell Review,images/1226.jpg,4.5,Progressive Metal|Avante Garde|Black Metal
1233,Blaze Bayley - Promise and Terror Review,images/1233.jpg,4.0,Power Metal|Heavy Metal
1197,Finntroll - Nifelvind Review,images/1197.jpg,4.5,Folk Metal|Black Metal
1247,Rage - Strings to a Web Review,images/1247.jpg,4.5,Progressive Metal|Power Metal|Thrash Metal
1257,Arsis - Starve for the Devil Review,images/1257.jpg,3.0,Melodic Death Metal|Death Metal|Thrash Metal
1268,Through the Eyes of the Dead - Skepsis Review,images/1268.jpg,2.5,Metalcore
1296,Ov Hell - The Underworld Regime Review,images/1296.jpg,2.0,Black Metal
1325,Barn Burner - Bangers Review,images/1325.jpg,1.5,
1340,Eluveitie - Everything Remains (As It Never Was) Review,images/1340.jpg,2.5,Melodic Death Metal|Death Metal|Folk Metal
1354,Aeternam - Disciples of the Unseen Review,images/1354.jpg,3.5,Power Metal|Death Metal|Progressive Death|Melodic Death Metal
1369,Petrychor - Dryad Review,images/1369.jpg,4.0,Avante Garde|Black Metal
1361,White Wizzard - Over the Top Review,images/1361.jpg,3.0,Power Metal|Heavy Metal|Thrash Metal
1383,Rotting Christ - Aealo Review,images/1383.jpg,3.5,Black Metal
1390,Borknagar - Universal Review,images/1390.jpg,3.5,Progressive Metal|Avante Garde|Black Metal
1404,Oskoreien - Illusions Review,images/1404.jpg,4.0,Black Metal
1414,Wulfgar - Midgardian Metal Review,images/1414.jpg,3.0,Death Metal
1423,Anima - Enter the Killzone Review,images/1423.jpg,1.5,
1441,Dark Tranquillity - We Are the Void Review,images/1441.jpg,3.5,Death Metal
1467,MetsatÃ¶ll - Ã„io Review,images/1467.jpg,3.5,Folk Metal
1477,Audrey Horne - Audrey Horne Review,images/1477.jpg,3.5,
1490,Immolation - Majesty and Decay Review,images/1490.jpg,4.0,Death Metal
1504,Unleashed - As Yggdrasil Trembles Review,images/1504.jpg,3.0,Death Metal|Thrash Metal
1501,Kaipa - In the Wake of Evolution Review,images/1501.jpg,4.5,Progressive Metal
1527,Eternal Silence - The Arsonist Review,images/1527.jpg,4.0,Melodic Death Metal|Death Metal
1536,Svartsot - Mulmets Viser Review,images/1536.jpg,4.0,Death Metal|Folk Metal
1543,Heidevolk - Uit Oude Grond Review,images/1543.jpg,4.0,Folk Metal
1554,Poisonblack - Of Rust and Bones Review,images/1554.jpg,2.0,Doom Metal
1573,Angry Metal Guy's Classics #3: Seventh Son of a Seventh Son,images/1573.jpg,5.0,
1565,Trident - World Destruction Review,images/1565.jpg,2.5,Death Metal|Black Metal
1589,The Dillinger Escape Plan - Option Paralysis Review,images/1589.jpg,4.0,Progressive Metal|Hardcore|Avante Garde|Metalcore
1599,Votum - Metafiction Review,images/1599.jpg,2.0,Progressive Metal
1621,Those Who Lie Beneath - An Awakening Review,images/1621.jpg,2.0,Death Metal
1633,Arise - The Reckoning Review ,images/1633.jpg,3.5,Melodic Death Metal|Death Metal|Thrash Metal
1638,Barren Earth - Curse of the Red River Review,images/1638.jpg,4.5,Doom Metal|Death Metal|Progressive Death
1650,Black Sun Aeon - Routa Review,images/1650.jpg,3.5,Death Metal|Doom Metal
1673,Bison B.C. - Dark Ages Review,images/1673.jpg,4.0,Doom Metal|Progressive Metal|Hardcore|Death Metal|Heavy Metal|Thrash Metal
1690,The Ocean - Heliocentric Review,images/1690.jpg,4.5,Progressive Metal|Metalcore
1700,Alcest - &Eacute;cailles de Lune Review,images/1700.jpg,2.5,Progressive Metal|Avante Garde|Black Metal
1737,Rhapsody of Fire - The Frozen Tears of Angels Review,images/1737.jpg,5.0,Power Metal|Progressive Metal
1748,Les Discrets - Septembre et ses derni&egrave;res Pens&eacute;es Review,images/1748.jpg,3.0,Avante Garde
1778,Tarot - Gravity of Light Review,images/1778.jpg,3.0,Power Metal
1769,Cathedral - The Guessing Game Review,images/1769.jpg,2.5,Doom Metal
1791,Kiuas - Lustdriven Review,images/1791.jpg,3.5,Power Metal|Progressive Metal
1761,Triptykon - Eparistera Daimones Review,images/1761.jpg,4.5,Doom Metal|Black Metal
1816,Order of Ennead - An Examination of Being Review,images/1816.jpg,3.0,Death Metal|Black Metal
1829,Ruined Soul - My Dying Day Review,images/1829.jpg,2.0,Death Metal
1842,1349 - Demonoir Review,images/1842.jpg,4.0,Black Metal
1850,Skyforger - Kurbads Review,images/1850.jpg,4.0,Folk Metal|Black Metal
1711,Avantasia - The Wicked Symphony Review,images/1711.jpg,4.0,Power Metal
1861,Steelwing - Lord of the Wasteland Review,images/1861.jpg,4.0,Power Metal|Thrash Metal
1857,Helfahrt - Drifa Review,images/1857.jpg,2.0,Folk Metal|Black Metal
1886,Avantasia - Angel of Babylon Review,images/1886.jpg,3.5,Power Metal|Thrash Metal
1892,Royal Jester - Night is Young Review,images/1892.jpg,1.5,Power Metal
1903,Cynic - Re-Traced Review,images/1903.jpg,4.5,Progressive Metal|Progressive Death|Avante Garde
1911,Wuthering Heights - Salt Review,images/1911.jpg,4.0,Progressive Metal|Power Metal
1921,Disdain - Leave This World Review,images/1921.jpg,3.5,Power Metal
1928,Pain of Salvation - Road Salt pt. 1 - Ivory - Review,images/1928.jpg,5.0,Progressive Metal|Avante Garde
1919,Lacrimas Profundere - The Grandiose Nowhere Review,images/1919.jpg,3.5,
1971,Sabaton - Coat of Arms Review,images/1971.jpg,3.0,Power Metal
1878,Ragnarok - Collectors of the King Review,images/1878.jpg,4.0,Black Metal
1988,Nevermore - The Obsidian Conspiracy Review,images/1988.jpg,4.0,Progressive Metal|Power Metal|Thrash Metal
1960,Stormzone - Death Dealer Review,images/1960.jpg,5.0,Power Metal
2000,Anathema - We're Here Because We're Here Review,images/2000.jpg,4.0,Progressive Metal
2005,H.E.A.T. - Freedom Rock Review,images/2005.jpg,0.5,Thrash Metal
2058,Darkthrone - Circle the Wagons Review,images/2058.jpg,2.5,Black Metal
2071,Exodus - Exhibit B: The Human Condition Review,images/2071.jpg,3.5,Thrash Metal
2091,Aeon - Path of Fire Review,images/2091.jpg,3.0,Death Metal
1989,Enforcer - Diamonds Review,images/1989.jpg,3.5,Thrash Metal
2112,October Falls - A Collapse of Faith Review,images/2112.jpg,3.0,Progressive Death|Folk Metal|Black Metal
2114,Fatal Embrace - The Empires of Inhumanity Review,images/2114.jpg,3.0,Power Metal|Thrash Metal
2134,Watain - Lawless Darkness Review,images/2134.jpg,4.0,Black Metal
2150,Diabulus in Musica - Secrets Review,images/2150.jpg,2.0,Power Metal|Death Metal
2183,Istapp - Blekinge Review,images/2183.jpg,4.5,Folk Metal|Black Metal
2157,Whitechapel - A New Era of Corruption Review,images/2157.jpg,3.5,Metalcore
2189,Necronomicon - The Return of the Witch Review,images/2189.jpg,3.5,Death Metal|Black Metal
2190,Grave - Burial Ground Review,images/2190.jpg,4.0,Death Metal
2174,Nominon - Monumentomb Review,images/2174.jpg,3.0,Death Metal
2002,Annihilator - Annihilator Review,images/2002.jpg,2.0,Thrash Metal
2239,Circle of Dead Children - Psalms of the Grand Destroyer Review,images/2239.jpg,2.0,Grind|Death Metal
2254,Equilibrium - Rekreatur Review,images/2254.jpg,2.0,Power Metal|Melodic Death Metal|Folk Metal
2054,Thunderstone - Dirt Metal Review,images/2054.jpg,3.0,Power Metal
2272,Witchery - Witchkrieg Review,images/2272.jpg,4.0,Death Metal|Thrash Metal|Black Metal
2287,Nachtmystium - Black Meddle II: Addicts Review,images/2287.jpg,4.5,Avante Garde|Black Metal
2296,Thulcandra - Fallen Angel's Dominion Review,images/2296.jpg,3.5,Death Metal|Black Metal
2298,Grand Magus - Hammer of the North Review,images/2298.jpg,4.0,Power Metal|Doom Metal|Heavy Metal
2305,Angelus Apatrida - Clockwork Review,images/2305.jpg,3.0,Thrash Metal
2340,Náttsól - Stemning Review,images/2340.jpg,2.5,Folk Metal|Black Metal
2320,Soilwork - The Panic Broadcast Review,images/2320.jpg,3.0,Metalcore
2246,Iron Thrones - The Wretched Sun Review,images/2246.jpg,4.0,Death Metal|Progressive Death
2368,Edenbridge - Solitaire Review,images/2368.jpg,3.0,Power Metal
2354,Galar - Til Alle Heimsens Endar Review,images/2354.jpg,3.0,Folk Metal|Black Metal
2313,Severe Torture - Slaughtered Review,images/2313.jpg,3.0,Death Metal
2370,Netherbird - Monument Black Colossal Review,images/2370.jpg,3.5,Black Metal
2412,Nox Aurea - Ascending in Triumph Review,images/2412.jpg,3.5,Doom Metal
2428,Amorphis - Forging the Land of Thousand Lakes Review,images/2428.jpg,4.5,Progressive Metal|Doom Metal|Folk Metal|Progressive Death
2446,In This Moment - A Star-Crossed Wasteland Review,images/2446.jpg,1.0,Metalcore
2401,Limbonic Art - Phantasmagoria Review,images/2401.jpg,3.0,Black Metal
2455,Fimbulthier - Arise Review,images/2455.jpg,1.0,Death Metal|Metalcore|Thrash Metal
2495,Serenity Dies - Hacksawcracy Review,images/2495.jpg,2.5,Thrash Metal
2474,Diabolic - Excisions of Exorcisms Review,images/2474.jpg,3.0,Death Metal
2522,InTensity - Times Review,images/2522.jpg,2.0,Progressive Metal
2502,Allegaeon - Fragments of Form and Function Review,images/2502.jpg,4.0,Death Metal
2544,Blind Guardian - At the Edge of Time Review,images/2544.jpg,2.5,Power Metal|Thrash Metal
2554,Winterfylleth - The Mercian Sphere Review,images/2554.jpg,2.5,Black Metal
2561,Demiurg - Slakthus Gamleby Review,images/2561.jpg,4.5,Death Metal|Progressive Death
2537,Mose Giganticus - Gift Horse Review,images/2537.jpg,3.0,Progressive Metal|Sludge
2576,And Hell Followed With - Proprioception Review,images/2576.jpg,1.5,
2620,The Acacia Strain - Wormwood Review,images/2620.jpg,1.0,
2608,Interment - Into the Crypts of Blasphemy Review,images/2608.jpg,3.5,Death Metal
2668,Gloria Morti - Anthems of Annihilation Review,images/2668.jpg,3.5,Death Metal|Black Metal
2675,Demonic Resurrection - The Return to Darkness Review,images/2675.jpg,3.0,Black Metal
2688,Angry Metal Guy's Classics #4: Theatre of Tragedy - Velvet Darkness They Fear,images/2688.jpg,5.0,
2696,Djerv - Headstone EP Review,images/2696.jpg,3.5,Black Metal
2707,Bonded by Blood - Exiled to Earth Review,images/2707.jpg,2.5,Thrash Metal
2722,Iron Maiden - The Final Frontier Review,images/2722.jpg,3.0,Power Metal|Progressive Metal
2733,"Heathens - Oh, Mock the Heavens and Let the Heathens Sing Review",images/2733.jpg,4.0,Black Metal
2750,Accept - Blood of Nations Review,images/2750.jpg,4.5,Power Metal|Thrash Metal
2775,Sahg - III Review,images/2775.jpg,4.0,Doom Metal|Heavy Metal|Black Metal
2752,Abigail Williams -  In the Absence of Light Review,images/2752.jpg,2.5,Black Metal
2787,Winterhorde - Underwatermoon Review,images/2787.jpg,4.5,Melodic Death Metal|Avante Garde|Progressive Metal|Progressive Death|Black Metal
2770,Spiritual Beggars - Return to Zero Review,images/2770.jpg,4.0,Progressive Metal|Doom Metal
2828,Enslaved - Axioma Ethica Odini Review,images/2828.jpg,4.0,Progressive Metal|Black Metal
2820,King of Asgard - Fi'mbulvintr Review,images/2820.jpg,3.0,Melodic Death Metal|Death Metal|Folk Metal|Black Metal
2808,Death Angel - Relentless Retribution Review,images/2808.jpg,2.5,Thrash Metal
2870,Shadowgarden - Ashen Review,images/2870.jpg,2.0,
2846,Nightfall - Astron Black and the Thirty Tyrants Review,images/2846.jpg,4.0,Avante Garde
2913,Dimmu Borgir - Abrahadabra Review,images/2913.jpg,3.5,Black Metal
2878,Tristania - Rubicon Review,images/2878.jpg,2.5,Doom Metal
2918,Amorphis - Magic & Mayhem Review,images/2918.jpg,3.5,Death Metal
2892,Therion - Sitra Ahra Review,images/2892.jpg,3.0,Progressive Metal|Power Metal
2934,Cataract - Killing the Eternal Review,images/2934.jpg,2.5,Metalcore|Thrash Metal
2952,The Crown - Doomsday King Review,images/2952.jpg,4.5,Death Metal|Thrash Metal|Black Metal
2970,Halford - Made of Metal Review,images/2970.jpg,2.0,Heavy Metal
2988,Grave Digger - The Clans Will Rise Again Review,images/2988.jpg,2.5,Power Metal
3112,Rhapsody of Fire - The Cold Embrace of Fear Review,images/3112.jpg,3.5,Power Metal|Heavy Metal
3076,Star One - Victims of the Modern Age Review,images/3076.jpg,4.0,Progressive Metal
3125,Monster Magnet - Mastermind Review,images/3125.jpg,4.5,
3162,Drudkh - Handful of Stars Review,images/3162.jpg,3.0,Black Metal
3159,Symphorce - Unrestricted Review,images/3159.jpg,3.0,Progressive Metal
3187,Ross the Boss - Hailstorm Review,images/3187.jpg,3.0,Power Metal|Heavy Metal
3286,Revolution Renaissance - Trinity Review,images/3286.jpg,3.0,Power Metal
3321,October Tide - A Thin Shell Review,images/3321.jpg,4.0,Death Metal|Doom Metal
3189,Allen/Lande - The Showdown Review,images/3189.jpg,4.5,Heavy Metal
3386,Solefald - Norr&oslash;n Livskunst Review,images/3386.jpg,5.0,Progressive Metal|Folk Metal|Avante Garde|Black Metal
3363,Virgin Steele - The Black Light Bacchanalia Review,images/3363.jpg,2.0,Heavy Metal
3398,Hail of Bullets - On Divine Wings Review,images/3398.jpg,4.0,Death Metal|Doom Metal|Thrash Metal
3422,Vulture Industries - The Malefactor's Bloody Register Review,images/3422.jpg,3.5,Progressive Metal|Avante Garde|Black Metal
3432,Melechesh - The Epigenesis Review,images/3432.jpg,4.0,Black Metal
3445,Slough Feg - The Animal Spirits Review,images/3445.jpg,3.5,Heavy Metal|Folk Metal
3474,Atlantean Kodex - The Golden Bough Review,images/3474.jpg,4.5,Doom Metal
3505,Sodom - In War and Pieces Review,images/3505.jpg,3.5,Thrash Metal
3567,The Ocean - Anthropocentric Review,images/3567.jpg,2.5,Progressive Metal|Hardcore|Sludge
3573,Unitopia - Artificial,images/3573.jpg,4.0,Progressive Metal
3577,Torture Division - Evighetens Dårar Review,images/3577.jpg,4.5,Death Metal
3586,Triosphere - The Road Less Travelled,images/3586.jpg,4.0,Progressive Metal|Power Metal|Heavy Metal
3591,"Cradle of Filth - Darkly, Darkly, Venus Aversa",images/3591.jpg,4.0,Black Metal
3595,Briton Rites - For Mircalla,images/3595.jpg,4.0,Doom Metal
3557,Agalloch - Marrow of the Spirit,images/3557.jpg,4.0,Progressive Metal|Avante Garde|Black Metal
3670,Byfrost - Black Earth,images/3670.jpg,4.0,Thrash Metal|Black Metal
3740,Vex - Thanatopsis,images/3740.jpg,4.0,Melodic Death Metal|Death Metal|Progressive Death|Black Metal
3734,Adversarial - All Idols Fall Before the Hammer,images/3734.jpg,4.0,Death Metal|Black Metal
3871,Ufomammut - Eve,images/3871.jpg,4.0,Doom Metal
3938,Fejd - Eifur Review,images/3938.jpg,4.5,Progressive Metal|Folk Metal|Heavy Metal
3868,SIG:AR:TYR - Godsaga,images/3868.jpg,4.0,Folk Metal|Black Metal
4160,Dawnbringer - Nucleus Review,images/4160.jpg,4.5,Doom Metal|Heavy Metal
4024,Impaled Nazarene - Road to the Octagon Review,images/4024.jpg,3.0,Heavy Metal|Thrash Metal|Black Metal
3793,Entrails - Tales From the Morgue,images/3793.jpg,4.0,Death Metal
3754,Hollow - Modern Cathedral/Architect of Mind (Reissue),images/3754.jpg,4.0,Progressive Metal|Heavy Metal
4352,Ghost - Opus Eponymous Review,images/4352.jpg,4.5,Heavy Metal
4331,Architects - The Here and Now Review,images/4331.jpg,1.5,Metalcore
4213,Ironwood - Storm Over Sea Review,images/4213.jpg,3.5,Power Metal|Progressive Metal|Folk Metal|Black Metal
4668,Sanity of Impiety - In Life We Despise Review,images/4668.jpg,3.5,Melodic Death Metal|Death Metal
4679,Exciter - Death Machine Review,images/4679.jpg,3.5,Heavy Metal|Thrash Metal
4775,Legion of the Damned - Descent Into Chaos Review,images/4775.jpg,3.5,Death Metal|Thrash Metal
4843,Sirenia - The Enigma of Life Review,images/4843.jpg,1.5,Doom Metal
4852,Against the Flood - Against the Flood Review,images/4852.jpg,1.0,Metalcore
4818,Belphegor - Blood Magick Necromance Review,images/4818.jpg,4.5,Death Metal|Black Metal
4932,Stratovarius - Elysium Review,images/4932.jpg,3.0,Power Metal|Heavy Metal
5056,Silent Stream of Godless Elegy - Návaz Review,images/5056.jpg,2.5,Doom Metal|Folk Metal
5036,Crow Black Sky - Pantheion Review,images/5036.jpg,3.5,Death Metal|Progressive Death
4857,Ben Levin Group - Pulse of a Nation Review,images/4857.jpg,4.5,Progressive Metal|Avante Garde
5066,Defiled - In Crisis Review,images/5066.jpg,4.0,Death Metal
4925,Saeculum Obscurum - Into the Depths of Oblivion Review,images/4925.jpg,3.0,Melodic Death Metal|Death Metal|Metalcore|Black Metal
5047,Woebegone Obscured - Deathstination Review,images/5047.jpg,3.0,Doom Metal|Black Metal
4874,Shadows' Grey - Bonjour Tristesse Review,images/4874.jpg,1.5,Doom Metal
5092,Crucifyre - Infernal Earthly Divine Review,images/5092.jpg,3.5,Death Metal|Black Metal
5006,Helrunar - Sol Review,images/5006.jpg,4.5,Doom Metal|Black Metal
5297,Nidingr - Wolf Father Review,images/5297.jpg,3.5,Black Metal
5229,Falkenbach - Tiurida Review,images/5229.jpg,3.0,Folk Metal|Black Metal
5312,Iskald - The Sun I Carried Alone Review,images/5312.jpg,2.5,Black Metal
5329,Thomas Giles - Pulse Review,images/5329.jpg,4.5,Progressive Metal
5336,A Walk with the Wicked - Architects of Sadism Review,images/5336.jpg,3.5,Death Metal
5342,Battlelore - Doombound Review,images/5342.jpg,2.0,Power Metal|Death Metal|Folk Metal|Heavy Metal
5504,Lazarus A.D. - Black Rivers Flow Review,images/5504.jpg,1.5,Heavy Metal|Metalcore|Thrash Metal
5320,Moonreich - Loi Martiale Review,images/5320.jpg,3.0,Black Metal
5389,Acid Witch - Stoned Review,images/5389.jpg,3.0,Death Metal|Doom Metal
5517,Nadiwrath - Nihilistic Stench Review,images/5517.jpg,2.5,Black Metal
5567,Artas - Riotology Review,images/5567.jpg,2.0,Melodic Death Metal|Metalcore|Thrash Metal
5578,Bullet - Highway Pirates Review,images/5578.jpg,3.0,Heavy Metal
5764,Macabre - Grim Scary Tales Review,images/5764.jpg,4.0,Grind|Death Metal
5773,Omnium Gatherum - New World Shadows Review,images/5773.jpg,4.5,Melodic Death Metal|Death Metal
5681,Abysmal Dawn - Leveling the Plane of Existence Review,images/5681.jpg,3.0,Death Metal
5786,The Bridal Procession - Astronomical Dimensions Review,images/5786.jpg,2.5,Death Metal|Black Metal
5732,Korpiklaani - Ukon Wacka Review,images/5732.jpg,4.0,Heavy Metal|Folk Metal
5880,Eradication - Dreams of Reality Review,images/5880.jpg,2.5,Melodic Death Metal|Death Metal|Metalcore|Thrash Metal
5911,Svart Crown - Witnessing the Fall Review,images/5911.jpg,4.0,Death Metal|Black Metal
6015,Shroud of Despondency - Dark Meditations in Monastic Seclusion Review,images/6015.jpg,4.0,Black Metal
6099,Moonsorrow - Varjoina Kuljemme Kuolleiden Maassa Review,images/6099.jpg,5.0,Folk Metal|Black Metal
6025,Deicide - To Hell With God Review,images/6025.jpg,2.5,Death Metal
6169,The Project Hate MCMXCIX - Bleeding the New Apocalypse (Cum Victriciis in Manibus Armis) Review,images/6169.jpg,3.5,Progressive Metal|Death Metal|Progressive Death
6182,Crowbar - Sever the Wicked Hand Review,images/6182.jpg,3.0,Sludge
6195,Rabbits - Lower Forms Review,images/6195.jpg,1.5,Sludge|Hardcore
6029,Ava Inferi - Onyx Review,images/6029.jpg,3.5,Not Metal
6201,Destruction - Day of Reckoning Review,images/6201.jpg,4.0,Thrash Metal
4640,Turisas - Stand Up and Fight Review,images/4640.jpg,4.5,Progressive Metal
6282,Flotsam and Jetsam - The Cold Review,images/6282.jpg,3.5,Heavy Metal|Thrash Metal
6408,Kebnekajse - Idioten Review,images/6408.jpg,4.0,Not Metal
6403,Before the Dawn - Deathstar Rising Review,images/6403.jpg,4.5,Melodic Death Metal|Death Metal|Doom Metal|Heavy Metal
6544,Hate - Erebos Review,images/6544.jpg,3.0,Death Metal
6547,Evergrey - Glorious Collision Review,images/6547.jpg,3.5,Heavy Metal
6619,RoutaSielu - Pimeys Review,images/6619.jpg,3.0,Melodic Death Metal|Death Metal
6634,Deadlock - Bizarro World Review,images/6634.jpg,1.0,Not Metal
6687,Yaotl Mictlan - Dentro del Manto Gris de Chaac Review,images/6687.jpg,4.0,Black Metal
6400,Tankard - Vol(l)ume 14 Review,images/6400.jpg,2.0,Thrash Metal
6707,Jag Panzer - The Scourge of the Light Review,images/6707.jpg,4.5,Power Metal|Heavy Metal
6783,Grayceon - All We Destroy Review,images/6783.jpg,4.0,Progressive Metal|Avante Garde
6754,Assassin - Breaking the Silence Review,images/6754.jpg,3.0,Thrash Metal
6958,Burzum - Fallen Review,images/6958.jpg,3.5,Black Metal
7136,Subrosa - No Help for the Mighty Ones Review,images/7136.jpg,2.0,Sludge
7143,Suidakra - Book of Dowth Review,images/7143.jpg,3.5,Death Metal|Folk Metal
7153,Children of Bodom - Relentless Reckless Forever Review,images/7153.jpg,3.5,Power Metal|Death Metal|Thrash Metal
7189,The Human Abstract - Digital Veil Review,images/7189.jpg,4.5,Progressive Metal|Metalcore
7167,Crimfall - The Writ of Sword Review,images/7167.jpg,4.0,Folk Metal|Black Metal
7265,Sylosis - Edge of the Earth Review,images/7265.jpg,4.0,Progressive Metal|Melodic Death Metal
7002,Assaulter - Boundless Review,images/7002.jpg,4.0,Thrash Metal|Black Metal
7411,Vintersorg - Jordpuls Review,images/7411.jpg,4.5,Avante Garde|Black Metal
7254,The Haunted - Unseen Review,images/7254.jpg,1.5,Progressive Metal|Avante Garde|Metalcore|Thrash Metal
7433,Corpse Molester Cult - Corpse Molester Cult Review,images/7433.jpg,4.0,Death Metal
7485,Across the Sun - Before the Night Takes Us Review,images/7485.jpg,3.0,Progressive Metal|Metalcore
7315,Amon Amarth - Surtur Rising Review,images/7315.jpg,4.5,Melodic Death Metal|Death Metal
7252,Bloodbound - Unholy Cross Review,images/7252.jpg,2.5,Power Metal|Heavy Metal
7562,Within Temptation - The Unforgiving Review,images/7562.jpg,4.5,Power Metal|Not Metal
